date,season,playoff,team1,team2,elo1_pre,elo2_pre
1984-12-20,1985,,ATL,CHI,1476.7605,1426.8431
1984-12-20,1985,,NYK,CLE,1458.0024,1341.879
1984-12-20,1985,,POR,KCK,1529.1484,1451.285
1984-12-20,1985,,UTA,DET,1479.7946,1589.2723
1984-12-21,1985,,BOS,IND,1695.8778,1399.7178
1984-12-21,1985,,DEN,DAL,1504.6536,1493.4938
1984-12-21,1985,,GSW,SEA,1389.9868,1495.4313
1984-12-21,1985,,LAL,PHO,1611.8624,1531.3898
1984-12-21,1985,,NJN,SAS,1509.7119,1460.3856
1984-12-21,1985,,PHI,MIL,1635.4312,1610.1416
1984-12-21,1985,,WSB,NYK,1511.1226,1463.1385
1984-12-22,1985,,ATL,WSB,1467.8253,1518.0006
1984-12-22,1985,,CHI,BOS,1435.7783,1697.3396
1984-12-22,1985,,HOU,DEN,1474.4802,1516.1116
1984-12-22,1985,,IND,CLE,1398.256,1336.7429
1984-12-22,1985,,KCK,DET,1463.358,1585.0885
1984-12-22,1985,,MIL,SAS,1618.5033,1472.7253
1984-12-22,1985,,PHI,NJN,1627.0695,1497.3722
1984-12-22,1985,,PHO,POR,1525.5148,1517.0754
1984-12-22,1985,,UTA,DAL,1483.9784,1482.0358
1984-12-23,1985,,SEA,LAC,1489.7283,1467.9717
1984-12-25,1985,,CLE,ATL,1345.9497,1480.3859
1984-12-25,1985,,DET,PHI,1576.7274,1631.6425
1984-12-25,1985,,NYK,NJN,1456.2605,1492.7992
1984-12-25,1985,,POR,GSW,1513.9736,1395.6898
1984-12-26,1985,,ATL,NYK,1474.069,1446.6426
1984-12-26,1985,,DAL,LAC,1502.5334,1461.7
1984-12-26,1985,,DEN,SAS,1503.9823,1469.1278
1984-12-26,1985,,LAL,SEA,1617.7374,1496.0
1984-12-26,1985,,MIL,HOU,1622.1008,1486.6095
1984-12-26,1985,,NJN,DET,1502.4171,1571.9932
1984-12-26,1985,,PHO,BOS,1528.6166,1665.7628
1984-12-26,1985,,UTA,KCK,1463.4807,1471.7191
1984-12-26,1985,,WSB,IND,1505.4401,1389.0492
1984-12-27,1985,,CHI,CLE,1467.3551,1352.2666
1984-12-27,1985,,KCK,HOU,1464.1089,1483.03
1984-12-27,1985,,LAC,BOS,1457.4225,1671.8691
1984-12-27,1985,,SAS,POR,1462.8638,1517.6459
1984-12-27,1985,,SEA,GSW,1493.6563,1392.0176
1984-12-28,1985,,DEN,LAL,1510.2463,1620.0812
1984-12-28,1985,,IND,DET,1381.7455,1559.9976
1984-12-28,1985,,NJN,NYK,1514.4127,1439.791
1984-12-28,1985,,PHO,DAL,1522.5103,1506.8109
1984-12-28,1985,,UTA,PHI,1471.0909,1636.3767
1984-12-28,1985,,WSB,ATL,1512.7438,1480.9205
1984-12-29,1985,,CHI,ATL,1469.7806,1473.4999
1984-12-29,1985,,CLE,MIL,1349.8411,1625.6803
1984-12-29,1985,,DAL,UTA,1525.5374,1466.7646
1984-12-29,1985,,DET,NJN,1565.6628,1517.0413
1984-12-29,1985,,GSW,PHI,1402.1693,1640.703
1984-12-29,1985,,HOU,POR,1478.4523,1503.4067
1984-12-29,1985,,KCK,IND,1468.6866,1376.0802
1984-12-29,1985,,LAL,LAC,1631.2998,1449.0104
1984-12-29,1985,,NYK,WSB,1437.1625,1520.1644
1984-12-29,1985,,SAS,BOS,1477.1029,1680.2813
1984-12-29,1985,,SEA,DEN,1483.5045,1499.0277
1984-12-30,1985,,LAC,PHO,1446.9348,1503.7838
1984-12-30,1985,,MIL,BOS,1631.4066,1686.2483
1985-01-01,1985,,POR,PHI,1492.9653,1647.8948
1985-01-01,1985,,UTA,IND,1474.6664,1392.2205
1985-01-02,1985,,ATL,CHI,1481.194,1462.0865
1985-01-02,1985,,DEN,HOU,1510.2018,1488.8937
1985-01-02,1985,,DET,CLE,1557.9664,1344.1147
1985-01-02,1985,,KCK,PHO,1452.5464,1514.3497
1985-01-02,1985,,NJN,BOS,1524.7377,1674.4336
1985-01-02,1985,,SEA,PHI,1472.3304,1653.579
1985-01-03,1985,,CLE,WSB,1342.0676,1529.8188
1985-01-03,1985,,GSW,IND,1394.9775,1400.603
1985-01-03,1985,,MIL,LAC,1643.2213,1436.3689
1985-01-03,1985,,POR,SEA,1487.2811,1465.2899
1985-01-03,1985,,SAS,DAL,1471.1359,1517.6356
1985-01-04,1985,,BOS,NYK,1685.5426,1427.5081
1985-01-04,1985,,CHI,MIL,1454.2188,1647.587
1985-01-04,1985,,DET,ATL,1560.0135,1489.0618
1985-01-04,1985,,KCK,LAC,1442.1554,1432.0032
1985-01-04,1985,,LAL,POR,1633.3754,1501.7466
1985-01-04,1985,,NJN,PHO,1513.6287,1524.7407
1985-01-04,1985,,UTA,DEN,1466.2838,1503.0546
1985-01-05,1985,,DEN,LAC,1494.9548,1421.5684
1985-01-05,1985,,ATL,NJN,1480.4125,1519.5162
1985-01-05,1985,,CLE,PHO,1353.3534,1518.8531
1985-01-05,1985,,DAL,KCK,1514.3518,1452.5902
1985-01-05,1985,,GSW,HOU,1375.7389,1496.0409
1985-01-05,1985,,MIL,PHI,1637.9856,1660.6195
1985-01-05,1985,,NYK,CHI,1425.5746,1463.8202
1985-01-05,1985,,SEA,IND,1450.8245,1419.8417
1985-01-05,1985,,WSB,DET,1518.5331,1568.6628
1985-01-06,1985,,POR,IND,1494.9984,1414.9689
1985-01-06,1985,,UTA,HOU,1474.3835,1505.0601
1985-01-06,1985,,LAL,SAS,1640.1235,1474.4197
1985-01-07,1985,,KCK,GSW,1442.1787,1366.7197
1985-01-07,1985,,LAC,UTA,1441.3118,1490.6156
1985-01-07,1985,,NYK,BOS,1431.6472,1687.4761
1985-01-07,1985,,PHI,PHO,1668.838,1510.0428
1985-01-07,1985,,SEA,DAL,1455.6973,1524.7633
1985-01-08,1985,,CLE,NJN,1362.1637,1511.3376
1985-01-08,1985,,HOU,KCK,1488.828,1446.7363
1985-01-08,1985,,LAL,DEN,1641.3107,1475.2114
1985-01-08,1985,,MIL,WSB,1629.7671,1507.7284
1985-01-08,1985,,POR,DAL,1501.7039,1541.7671
1985-01-08,1985,,SAS,GSW,1473.2325,1362.1621
1985-01-09,1985,,BOS,CHI,1693.1482,1457.7476
1985-01-09,1985,,DEN,NYK,1485.3066,1425.9751
1985-01-09,1985,,IND,MIL,1408.2634,1617.7372
1985-01-09,1985,,PHI,DET,1670.0701,1579.4675
1985-01-09,1985,,PHO,SEA,1508.8108,1438.6935
1985-01-10,1985,,GSW,SEA,1350.6094,1434.9767
1985-01-10,1985,,KCK,DAL,1444.0793,1551.2767
1985-01-10,1985,,LAL,UTA,1631.2155,1482.0875
1985-01-11,1985,,BOS,WSB,1694.2649,1519.7583
1985-01-11,1985,,CHI,NYK,1456.6309,1422.4106
1985-01-11,1985,,DAL,LAL,1559.4681,1634.1295
1985-01-11,1985,,DEN,KCK,1488.8711,1435.8879
1985-01-11,1985,,DET,IND,1576.7208,1405.6808
1985-01-11,1985,,MIL,CLE,1620.3198,1371.3448
1985-01-11,1985,,NJN,ATL,1502.1565,1488.5911
1985-01-11,1985,,PHI,HOU,1672.8168,1491.485
1985-01-11,1985,,PHO,LAC,1512.5276,1449.8398
1985-01-11,1985,,SAS,POR,1484.7853,1492.1942
1985-01-12,1985,,ATL,BOS,1478.6747,1695.618
1985-01-12,1985,,CLE,CHI,1369.079,1464.6521
1985-01-12,1985,,GSW,LAC,1344.6934,1471.0844
1985-01-12,1985,,IND,NYK,1402.5387,1414.3894
1985-01-12,1985,,PHO,UTA,1491.2831,1479.1735
1985-01-13,1985,,DAL,POR,1542.1584,1514.4908
1985-01-13,1985,,DET,LAL,1579.8629,1651.4392
1985-01-13,1985,,MIL,DEN,1622.5857,1498.0146
1985-01-13,1985,,NJN,HOU,1512.0729,1489.215
1985-01-13,1985,,SEA,KCK,1440.8927,1426.7444
1985-01-13,1985,,WSB,PHI,1518.4052,1675.0868
1985-01-14,1985,,CHI,DEN,1459.1522,1491.2144
1985-01-14,1985,,CLE,WSB,1374.5789,1509.5748
1985-01-15,1985,,GSW,DAL,1340.3202,1552.7855
1985-01-15,1985,,IND,ATL,1407.4795,1473.0657
1985-01-15,1985,,KCK,CLE,1422.3414,1365.4973
1985-01-15,1985,,MIL,LAL,1629.386,1635.2147
1985-01-15,1985,,NYK,PHI,1409.4486,1683.9171
1985-01-15,1985,,POR,HOU,1503.8638,1486.7844
1985-01-15,1985,,SAS,UTA,1462.4886,1470.6721
1985-01-15,1985,,SEA,LAC,1445.2957,1475.4575
1985-01-16,1985,,BOS,LAL,1701.2271,1628.1178
1985-01-16,1985,,DEN,GSW,1483.7649,1321.7178
1985-01-16,1985,,LAC,HOU,1463.894,1482.8798
1985-01-16,1985,,NJN,CHI,1514.5034,1466.6017
1985-01-16,1985,,PHI,ATL,1689.0981,1482.5707
1985-01-16,1985,,PHO,DAL,1499.7844,1571.3879
1985-01-16,1985,,UTA,WSB,1459.354,1518.6564
1985-01-17,1985,,CHI,CLE,1462.4648,1375.7887
1985-01-17,1985,,KCK,SAS,1412.05,1473.8068
1985-01-17,1985,,NYK,DET,1404.2676,1596.0874
1985-01-18,1985,,ATL,SEA,1478.3271,1456.8591
1985-01-18,1985,,DEN,WSB,1486.4845,1524.2333
1985-01-18,1985,,IND,BOS,1397.9745,1703.5157
1985-01-18,1985,,LAL,DAL,1625.8291,1566.3673
1985-01-18,1985,,MIL,NJN,1636.4829,1518.6403
1985-01-18,1985,,PHO,HOU,1504.8051,1475.3661
1985-01-18,1985,,UTA,POR,1453.7771,1507.7684
1985-01-19,1985,,CLE,SEA,1372.6718,1449.0757
1985-01-19,1985,,GSW,LAL,1318.9982,1633.5386
1985-01-19,1985,,HOU,UTA,1492.025,1459.671
1985-01-19,1985,,IND,CHI,1410.8694,1465.5818
1985-01-19,1985,,KCK,WSB,1399.4459,1520.4465
1985-01-19,1985,,LAC,DAL,1471.4077,1558.6578
1985-01-19,1985,,NJN,DET,1514.9597,1605.8013
1985-01-19,1985,,NYK,ATL,1394.5537,1486.1106
1985-01-19,1985,,POR,DEN,1501.8745,1490.2712
1985-01-19,1985,,SAS,PHO,1486.4109,1488.1461
1985-01-20,1985,,BOS,PHI,1690.6208,1693.3417
1985-01-21,1985,,IND,GSW,1415.5652,1310.5887
1985-01-21,1985,,WSB,CLE,1512.8568,1368.2727
1985-01-22,1985,,ATL,DET,1481.4277,1610.7971
1985-01-22,1985,,CHI,POR,1460.886,1493.8291
1985-01-22,1985,,CLE,PHI,1364.2441,1683.8577
1985-01-22,1985,,HOU,PHO,1503.0591,1482.9523
1985-01-22,1985,,LAL,LAC,1641.948,1467.1743
1985-01-22,1985,,NYK,SEA,1399.2366,1453.4747
1985-01-22,1985,,SAS,KCK,1491.6047,1407.0356
1985-01-22,1985,,UTA,NJN,1448.637,1509.9639
1985-01-22,1985,,WSB,GSW,1516.8854,1308.6372
1985-01-23,1985,,ATL,PHO,1468.3234,1479.1011
1985-01-23,1985,,BOS,SEA,1700.1049,1449.424
1985-01-23,1985,,DAL,SAS,1562.8912,1494.4354
1985-01-23,1985,,IND,POR,1417.5167,1486.8549
1985-01-24,1985,,DEN,NJN,1498.3167,1505.1422
1985-01-24,1985,,DET,GSW,1623.9015,1307.0001
1985-01-24,1985,,KCK,MIL,1404.205,1640.1635
1985-01-24,1985,,UTA,CLE,1453.4586,1362.7297
1985-01-24,1985,,WSB,DAL,1518.5225,1568.5298
1985-01-25,1985,,BOS,IND,1674.6392,1391.9534
1985-01-25,1985,,CHI,SEA,1467.8602,1474.8896
1985-01-25,1985,,HOU,SAS,1506.9103,1488.7969
1985-01-25,1985,,LAL,PHI,1644.6699,1685.3721
1985-01-26,1985,,CHI,ATL,1477.9302,1471.1479
1985-01-26,1985,,DAL,NJN,1565.1987,1498.4563
1985-01-26,1985,,DEN,CLE,1505.0026,1369.8831
1985-01-26,1985,,DET,SEA,1625.8737,1464.8197
1985-01-26,1985,,HOU,MIL,1487.1733,1642.4509
1985-01-26,1985,,KCK,GSW,1401.9175,1305.028
1985-01-26,1985,,LAC,PHI,1464.4524,1679.7891
1985-01-26,1985,,NYK,IND,1403.2874,1388.542
1985-01-26,1985,,UTA,LAL,1446.3053,1650.2529
1985-01-26,1985,,WSB,PHO,1521.8535,1476.2765
1985-01-27,1985,,BOS,POR,1678.0505,1512.4182
1985-01-27,1985,,DET,WSB,1630.634,1525.6602
1985-01-27,1985,,SAS,MIL,1508.5338,1646.9601
1985-01-28,1985,,DAL,PHI,1547.8809,1685.0243
1985-01-28,1985,,HOU,NJN,1482.6642,1515.7742
1985-01-28,1985,,NYK,LAC,1406.7758,1459.2172
1985-01-28,1985,,UTA,DEN,1463.5526,1510.0648
1985-01-29,1985,,ATL,IND,1463.2236,1385.0536
1985-01-29,1985,,BOS,DET,1679.2382,1634.8256
1985-01-29,1985,,CHI,KCK,1485.8545,1406.0134
1985-01-29,1985,,CLE,LAC,1364.8208,1442.8062
1985-01-29,1985,,DEN,PHO,1517.6812,1472.4698
1985-01-29,1985,,GSW,MIL,1300.932,1657.5381
1985-01-29,1985,,POR,LAL,1511.2306,1633.0056
1985-01-29,1985,,SAS,NJN,1497.9558,1510.9127
1985-01-30,1985,,DET,KCK,1632.6272,1402.4702
1985-01-30,1985,,IND,CLE,1380.5564,1377.7618
1985-01-30,1985,,LAL,HOU,1645.9586,1487.5256
1985-01-30,1985,,PHI,BOS,1679.514,1681.4365
1985-01-30,1985,,PHO,NYK,1461.2003,1423.1868
1985-01-30,1985,,WSB,CHI,1521.4686,1489.3977
1985-01-31,1985,,DEN,DAL,1528.9507,1553.3911
1985-01-31,1985,,GSW,POR,1298.3374,1498.2776
1985-01-31,1985,,NJN,LAC,1506.9688,1429.8651
1985-01-31,1985,,SEA,SAS,1460.0593,1501.8998
1985-02-01,1985,,ATL,CLE,1467.7208,1373.1289
1985-02-01,1985,,BOS,KCK,1671.1981,1401.1689
1985-02-01,1985,,DAL,UTA,1545.2307,1455.9363
1985-02-01,1985,,IND,WSB,1385.1893,1527.8143
1985-02-01,1985,,LAL,NYK,1634.4606,1414.9764
1985-02-01,1985,,PHI,CHI,1689.7524,1483.052
1985-02-01,1985,,POR,SAS,1509.1987,1498.0485
1985-02-01,1985,,SEA,MIL,1463.9106,1660.1327
1985-02-02,1985,,CLE,KCK,1366.6454,1398.578
1985-02-02,1985,,DET,ATL,1633.9285,1474.2043
1985-02-02,1985,,GSW,NYK,1287.4163,1414.0934
1985-02-02,1985,,HOU,DEN,1499.0237,1537.1111
1985-02-02,1985,,LAC,LAL,1421.4733,1635.3436
1985-02-02,1985,,NJN,PHI,1515.3606,1692.3361
1985-02-02,1985,,POR,MIL,1493.3729,1670.4552
1985-02-02,1985,,UTA,SAS,1476.4594,1513.8743
1985-02-02,1985,,WSB,BOS,1518.0414,1673.7891
1985-02-03,1985,,DAL,DEN,1524.7076,1532.7236
1985-02-03,1985,,LAL,IND,1641.4413,1394.9623
1985-02-03,1985,,PHO,SEA,1469.4106,1453.5881
1985-02-04,1985,,LAC,IND,1415.3756,1391.6779
1985-02-04,1985,,MIL,DET,1678.0962,1636.6823
1985-02-04,1985,,PHI,ATL,1683.202,1471.4506
1985-02-04,1985,,SAS,GSW,1510.7111,1302.8822
1985-02-04,1985,,WSB,CLE,1511.8165,1378.2953
1985-02-05,1985,,ATL,DAL,1468.5165,1530.9766
1985-02-05,1985,,CHI,BOS,1480.4684,1680.0139
1985-02-05,1985,,DET,NJN,1644.2332,1524.4946
1985-02-05,1985,,HOU,LAL,1503.4111,1644.7257
1985-02-05,1985,,KCK,SAS,1386.9281,1512.3519
1985-02-05,1985,,PHO,DEN,1476.2479,1526.4547
1985-02-05,1985,,POR,UTA,1485.7319,1479.6226
1985-02-05,1985,,SEA,NYK,1446.7509,1398.6274
1985-02-06,1985,,BOS,CLE,1684.2379,1397.2843
1985-02-06,1985,,DAL,GSW,1542.0918,1301.2413
1985-02-06,1985,,DEN,SEA,1520.6503,1439.0646
1985-02-06,1985,,NJN,MIL,1533.6385,1670.5453
1985-02-06,1985,,PHI,WSB,1686.1361,1492.8275
1985-02-07,1985,,CLE,CHI,1396.2384,1476.2444
1985-02-07,1985,,HOU,GSW,1495.1039,1297.4226
1985-02-07,1985,,KCK,UTA,1404.2429,1468.9969
1985-02-07,1985,,MIL,ATL,1656.5836,1457.4011
1985-02-07,1985,,PHO,IND,1482.0524,1382.2087
1985-02-07,1985,,POR,NYK,1496.3575,1406.3137
1985-02-07,1985,,SAS,LAC,1495.0371,1424.8447
1985-02-07,1985,,WSB,DET,1491.0493,1635.0892
1985-02-12,1985,,CHI,DET,1467.2145,1629.4495
1985-02-12,1985,,CLE,DAL,1405.2683,1545.9105
1985-02-12,1985,,DEN,ATL,1527.8314,1469.8724
1985-02-12,1985,,GSW,UTA,1295.3475,1486.2538
1985-02-12,1985,,HOU,PHO,1497.179,1485.8163
1985-02-12,1985,,IND,PHI,1378.4448,1687.9143
1985-02-12,1985,,LAL,LAC,1653.033,1419.2538
1985-02-12,1985,,MIL,NJN,1644.1123,1547.6002
1985-02-12,1985,,POR,BOS,1501.1532,1685.2838
1985-02-12,1985,,SAS,KCK,1500.6281,1386.9861
1985-02-12,1985,,SEA,WSB,1431.8834,1496.6891
1985-02-13,1985,,DET,DAL,1614.2693,1559.4379
1985-02-13,1985,,LAC,GSW,1417.0341,1287.2754
1985-02-13,1985,,NJN,CLE,1543.7725,1391.741
1985-02-13,1985,,PHI,NYK,1691.4983,1401.5181
1985-02-13,1985,,UTA,ATL,1494.3259,1460.3777
1985-02-14,1985,,IND,MIL,1374.8608,1647.9401
1985-02-14,1985,,KCK,DEN,1381.1012,1537.3262
1985-02-14,1985,,NYK,HOU,1400.8125,1504.5513
1985-02-14,1985,,SAS,PHO,1506.5129,1478.444
1985-02-14,1985,,SEA,BOS,1443.6563,1673.2372
1985-02-15,1985,,CHI,IND,1482.3947,1371.8647
1985-02-15,1985,,DAL,PHO,1555.7954,1465.9197
1985-02-15,1985,,DEN,SAS,1548.1432,1519.0372
1985-02-15,1985,,GSW,BOS,1285.2882,1681.4331
1985-02-15,1985,,LAL,ATL,1655.2527,1472.2213
1985-02-15,1985,,NJN,DET,1546.4312,1617.9117
1985-02-15,1985,,PHI,CLE,1692.2039,1389.0823
1985-02-15,1985,,POR,WSB,1513.1998,1484.9163
1985-02-15,1985,,UTA,LAC,1482.4823,1419.0212
1985-02-16,1985,,CLE,HOU,1407.9988,1513.5061
1985-02-16,1985,,DET,PHI,1614.2837,1673.2874
1985-02-16,1985,,NYK,NJN,1391.8577,1550.0592
1985-02-16,1985,,SEA,KCK,1435.4603,1370.2842
1985-02-17,1985,,GSW,WSB,1283.1954,1481.207
1985-02-17,1985,,IND,PHO,1400.0935,1497.8315
1985-02-17,1985,,LAC,ATL,1414.1885,1469.6191
1985-02-17,1985,,LAL,BOS,1657.8549,1683.5259
1985-02-17,1985,,MIL,CHI,1650.9362,1454.1659
1985-02-17,1985,,POR,KCK,1516.9091,1381.9818
1985-02-18,1985,,CLE,PHI,1399.7556,1686.0093
1985-02-18,1985,,DET,PHO,1601.5618,1513.189
1985-02-18,1985,,LAC,SAS,1409.4624,1512.974
1985-02-18,1985,,UTA,BOS,1487.3151,1677.7653
1985-02-19,1985,,ATL,GSW,1474.3452,1291.944
1985-02-19,1985,,CHI,LAL,1450.1052,1663.6155
1985-02-19,1985,,HOU,DAL,1521.7493,1523.8835
1985-02-19,1985,,KCK,POR,1376.5129,1522.3779
1985-02-19,1985,,NYK,MIL,1384.1005,1654.9968
1985-02-20,1985,,DAL,POR,1537.3427,1503.142
1985-02-20,1985,,DEN,BOS,1554.2064,1687.5372
1985-02-20,1985,,DET,MIL,1608.5043,1660.2694
1985-02-20,1985,,IND,CLE,1384.7361,1414.4856
1985-02-20,1985,,LAC,SEA,1415.8687,1423.7627
1985-02-20,1985,,NJN,UTA,1557.8164,1477.5431
1985-02-20,1985,,PHI,GSW,1671.2793,1290.4442
1985-02-20,1985,,PHO,HOU,1506.2465,1508.2902
1985-02-20,1985,,SAS,WSB,1506.5677,1472.4585
1985-02-21,1985,,KCK,LAL,1395.7489,1670.127
1985-02-22,1985,,ATL,NYK,1475.845,1378.8279
1985-02-22,1985,,BOS,CHI,1681.2441,1443.5938
1985-02-22,1985,,CLE,UTA,1427.6746,1490.8875
1985-02-22,1985,,DAL,WSB,1541.755,1478.652
1985-02-22,1985,,HOU,POR,1517.0374,1498.7296
1985-02-22,1985,,IND,LAL,1371.5471,1673.767
1985-02-22,1985,,NJN,GSW,1544.472,1288.9979
1985-02-22,1985,,PHI,DET,1672.7256,1603.7202
1985-02-22,1985,,PHO,SAS,1497.4993,1500.3743
1985-02-22,1985,,SEA,DEN,1440.4169,1560.4995
1985-02-23,1985,,CHI,GSW,1441.5471,1304.6505
1985-02-23,1985,,CLE,MIL,1420.4711,1665.0535
1985-02-23,1985,,DET,NJN,1598.3987,1528.8195
1985-02-23,1985,,HOU,WSB,1524.9338,1473.8108
1985-02-23,1985,,KCK,DAL,1392.1089,1546.5962
1985-02-24,1985,,DEN,PHO,1549.3436,1485.8922
1985-02-24,1985,,IND,BOS,1389.2461,1683.2908
1985-02-24,1985,,NYK,LAL,1395.1372,1656.068
1985-02-24,1985,,PHI,UTA,1678.0471,1498.0909
1985-02-24,1985,,SAS,POR,1511.9813,1490.8331
1985-02-24,1985,,SEA,LAC,1451.5728,1399.2145
1985-02-26,1985,,ATL,DEN,1459.5356,1554.4962
1985-02-26,1985,,CHI,CLE,1446.157,1448.0664
1985-02-26,1985,,DAL,UTA,1561.2166,1495.4447
1985-02-26,1985,,GSW,SEA,1300.0406,1455.6227
1985-02-26,1985,,KCK,PHO,1377.4885,1480.7396
1985-02-26,1985,,LAL,HOU,1659.605,1510.377
1985-02-26,1985,,MIL,PHI,1637.4581,1680.6934
1985-02-26,1985,,NYK,SAS,1391.6002,1491.1956
1985-02-26,1985,,POR,LAC,1511.6189,1395.1646
1985-02-27,1985,,BOS,SAS,1688.5211,1482.7953
1985-02-27,1985,,DET,CHI,1583.139,1436.4198
1985-02-27,1985,,IND,NYK,1384.0157,1400.0005
1985-02-27,1985,,LAC,HOU,1390.9711,1507.8964
1985-02-27,1985,,NJN,ATL,1544.0791,1447.6829
1985-02-27,1985,,UTA,MIL,1509.4496,1650.1306
1985-02-27,1985,,WSB,DEN,1488.3677,1566.349
1985-02-28,1985,,GSW,POR,1311.8434,1515.8124
1985-02-28,1985,,KCK,PHI,1386.0022,1668.0209
1985-02-28,1985,,PHO,LAL,1472.226,1662.0856
1985-02-28,1985,,SEA,CLE,1443.8199,1457.8036
1985-03-01,1985,,BOS,ATL,1690.8174,1440.0609
1985-03-01,1985,,CHI,NYK,1433.2555,1396.5469
1985-03-01,1985,,DAL,DEN,1547.2117,1579.6108
1985-03-01,1985,,DET,SAS,1586.3033,1480.499
1985-03-01,1985,,POR,CLE,1506.9095,1483.3878
1985-03-01,1985,,UTA,HOU,1495.9243,1516.4183
1985-03-01,1985,,WSB,NJN,1475.1058,1551.701
1985-03-02,1985,,DEN,MIL,1584.705,1663.6559
1985-03-02,1985,,ATL,SAS,1463.9502,1499.5256
1985-03-02,1985,,DAL,LAL,1542.1176,1646.3759
1985-03-02,1985,,GSW,LAC,1320.7462,1382.4491
1985-03-02,1985,,IND,SEA,1387.4694,1418.2357
1985-03-02,1985,,NYK,WSB,1392.578,1469.8506
1985-03-02,1985,,PHO,KCK,1487.9357,1381.8866
1985-03-03,1985,,BOS,DET,1666.9281,1567.2767
1985-03-03,1985,,POR,UTA,1493.3965,1487.6512
1985-03-03,1985,,LAC,KCK,1375.7699,1379.6409
1985-03-03,1985,,CHI,NJN,1437.2244,1556.9563
1985-03-03,1985,,HOU,PHI,1524.6914,1672.1365
1985-03-04,1985,,SAS,PHI,1514.8126,1660.6455
1985-03-04,1985,,GSW,CLE,1327.4254,1496.9009
1985-03-04,1985,,PHO,DAL,1490.1814,1526.5563
1985-03-05,1985,,ATL,POR,1448.6632,1506.9099
1985-03-05,1985,,CHI,WSB,1431.3514,1482.4764
1985-03-05,1985,,DAL,IND,1537.855,1371.1757
1985-03-05,1985,,DEN,HOU,1588.4395,1536.1824
1985-03-05,1985,,KCK,NJN,1388.3408,1562.8292
1985-03-05,1985,,MIL,SEA,1659.9214,1434.5294
1985-03-05,1985,,NYK,BOS,1379.9521,1670.9673
1985-03-06,1985,,DET,NYK,1563.2375,1376.0171
1985-03-06,1985,,BOS,CHI,1674.9023,1437.1775
1985-03-06,1985,,HOU,UTA,1533.6505,1474.1378
1985-03-06,1985,,LAC,CLE,1367.0699,1501.7098
1985-03-06,1985,,LAL,GSW,1661.9371,1322.6165
1985-03-06,1985,,NJN,SEA,1541.0022,1431.684
1985-03-06,1985,,PHI,ATL,1651.5657,1437.3885
1985-03-06,1985,,SAS,IND,1523.8925,1368.9165
1985-03-06,1985,,WSB,POR,1476.6504,1518.1846
1985-03-07,1985,,DET,UTA,1568.103,1484.5
1985-03-07,1985,,KCK,DEN,1410.1678,1590.9713
1985-03-07,1985,,PHO,SAS,1478.8827,1526.2982
1985-03-08,1985,,BOS,DAL,1661.4999,1540.1141
1985-03-08,1985,,CHI,LAC,1450.58,1362.8356
1985-03-08,1985,,HOU,IND,1523.2883,1366.5107
1985-03-08,1985,,MIL,KCK,1662.7668,1416.5139
1985-03-08,1985,,NJN,POR,1547.6973,1512.0288
1985-03-08,1985,,PHI,SEA,1653.9012,1424.9889
1985-03-09,1985,,ATL,DET,1435.053,1552.3075
1985-03-09,1985,,CHI,UTA,1456.7736,1500.2955
1985-03-09,1985,,DEN,IND,1584.6252,1361.4636
1985-03-09,1985,,LAL,CLE,1664.0922,1505.9442
1985-03-09,1985,,NYK,PHI,1371.1516,1656.5662
1985-03-09,1985,,PHO,GSW,1482.823,1320.4614
1985-03-09,1985,,SAS,HOU,1522.3579,1528.3354
1985-03-09,1985,,WSB,SEA,1482.8062,1422.324
1985-03-10,1985,,KCK,LAC,1414.2126,1356.642
1985-03-10,1985,,MIL,POR,1665.0681,1535.4653
1985-03-10,1985,,NJN,DAL,1524.2607,1536.0261
1985-03-11,1985,,ATL,MIL,1430.5234,1670.0692
1985-03-11,1985,,CLE,IND,1499.7473,1359.2427
1985-03-11,1985,,DAL,SEA,1552.4873,1428.9629
1985-03-11,1985,,DET,LAC,1556.837,1348.8619
1985-03-11,1985,,WSB,CHI,1476.1672,1447.3699
1985-03-12,1985,,ATL,BOS,1426.2201,1665.5879
1985-03-12,1985,,CHI,DET,1442.4475,1558.797
1985-03-12,1985,,GSW,SAS,1332.053,1511.7871
1985-03-12,1985,,HOU,DEN,1538.9063,1586.8462
1985-03-12,1985,,IND,NJN,1355.3335,1507.7996
1985-03-12,1985,,KCK,POR,1421.9927,1530.4642
1985-03-12,1985,,LAL,UTA,1670.2891,1509.6992
1985-03-12,1985,,NYK,PHO,1379.5946,1471.2314
1985-03-13,1985,,BOS,PHO,1671.7211,1477.7516
1985-03-13,1985,,DAL,KCK,1554.54,1429.968
1985-03-13,1985,,MIL,CLE,1674.3726,1503.6565
1985-03-13,1985,,NJN,WSB,1502.9482,1481.0896
1985-03-13,1985,,PHI,LAC,1648.1232,1346.902
1985-03-13,1985,,UTA,LAL,1505.6346,1674.3536
1985-03-14,1985,,GSW,ATL,1355.7053,1420.0869
1985-03-14,1985,,IND,LAC,1360.1848,1344.819
1985-03-14,1985,,NYK,CHI,1373.0745,1446.7356
1985-03-14,1985,,SEA,SAS,1426.9102,1488.1348
1985-03-15,1985,,LAL,SAS,1684.6238,1497.7819
1985-03-15,1985,,CHI,PHO,1437.924,1474.064
1985-03-15,1985,,CLE,BOS,1496.6595,1675.4087
